,homeType,hasGarage,hasCooling,hasHeating,hasView,yearBuilt,latestPrice,latest_saleyear,lotSizeSqFt,livingAreaSqFt,numOfBathrooms,numOfBedrooms,numOfStories
7484,Single Family,False,True,True,True,2014,475000.0,2019,6751.0,2464.0,3.0,4,2
7485,Single Family,True,True,True,False,2005,560000.0,2020,12632.4,3217.0,4.0,5,2
7486,Single Family,True,True,True,False,2015,449900.0,2020,6751.0,1719.0,2.0,3,1
7487,Single Family,False,True,True,False,1983,399000.0,2018,12632.4,2108.0,2.0,4,1
7488,Single Family,True,True,True,True,2011,575000.0,2019,16988.4,3040.0,3.0,3,1
7489,Single Family,False,True,True,False,2003,519000.0,2018,20908.8,3124.0,3.0,4,1
7490,Single Family,True,True,True,False,1979,369000.0,2019,21780.0,2167.0,2.0,3,1
7491,Single Family,False,True,True,False,1993,625000.0,2018,44431.2,3269.0,3.0,4,2
7492,Single Family,True,True,True,False,1984,565000.0,2020,11761.2,2174.0,2.0,4,1
7493,Single Family,True,True,True,True,2014,464999.0,2020,6751.0,1887.0,2.0,3,1
7494,Single Family,False,True,True,False,1973,385000.0,2018,37897.2,1778.0,2.0,3,1
7495,Single Family,True,True,True,True,2002,547000.0,2019,14374.8,3518.0,3.0,3,2
7496,Single Family,False,True,True,False,1996,395000.0,2018,10149.0,2227.0,2.0,3,1
7497,Single Family,False,True,True,False,1994,575000.0,2019,43995.6,3731.0,4.0,5,2
7498,Single Family,True,True,True,True,2010,695000.0,2018,17859.6,3818.0,5.0,4,2
7499,Single Family,True,True,True,True,2010,699000.0,2019,16117.2,3603.0,5.0,5,2
7500,Single Family,True,True,True,True,1985,429000.0,2018,17859.6,1724.0,2.0,3,1
7501,Single Family,True,True,True,False,1994,725000.0,2020,43560.0,3482.0,4.0,4,2
7502,Single Family,False,True,True,False,1985,279000.0,2018,8537.0,1846.0,2.0,3,1
7503,Single Family,False,True,True,True,2012,279900.0,2019,5445.0,1438.0,3.0,3,2
7504,Single Family,False,True,True,False,2013,359000.0,2018,11761.2,2154.0,3.0,3,1
7505,Single Family,False,True,True,False,1999,425000.0,2019,9016.0,2796.0,3.0,4,2
7506,Single Family,False,True,True,True,1999,450000.0,2019,15681.6,3614.0,2.0,3,2
7507,Single Family,True,True,True,True,1983,595000.0,2020,17424.0,2566.0,3.0,4,1
7508,Single Family,True,True,True,False,2012,650000.0,2020,9147.0,2889.0,4.0,4,2
7509,Single Family,False,True,True,False,2014,350000.0,2019,11761.2,1691.0,2.0,3,1
7510,Single Family,False,True,True,False,1984,525000.0,2018,43995.6,2464.0,3.0,4,2
7511,Single Family,True,True,True,False,1985,459000.0,2020,44866.8,1927.0,3.0,3,2
7512,Single Family,False,True,True,True,2000,324990.0,2019,6621.0,1573.0,2.0,3,1
7513,Single Family,False,True,True,False,2000,329900.0,2019,6621.0,1668.0,2.0,3,1
7514,Single Family,False,True,True,True,2013,449770.0,2019,8232.0,2071.0,2.0,3,1
7515,Single Family,False,True,True,False,1985,400000.0,2018,21344.4,2141.0,3.0,4,2
7516,Single Family,False,True,True,True,1994,500000.0,2018,43560.0,2959.0,3.0,4,1
7517,Single Family,False,True,True,False,1979,425000.0,2020,22651.2,2279.0,2.0,3,1
7518,Single Family,True,True,True,False,2001,452000.0,2018,14374.8,3206.0,4.0,4,2
7519,Single Family,False,True,True,False,1998,425000.0,2018,15245.999999999998,2700.0,3.0,4,1
7520,Single Family,False,True,True,False,2000,339500.0,2019,5749.0,1851.0,3.0,3,2
7521,Single Family,False,True,True,True,1992,390000.0,2020,13503.6,1994.0,2.0,3,1
7522,Single Family,True,True,True,False,2000,475000.0,2019,14374.8,2766.0,3.0,3,2
7523,Single Family,False,True,True,False,1999,435000.0,2019,13939.2,2356.0,2.5,4,2
7524,Single Family,False,True,True,True,2014,644580.0,2019,8145.0,3121.0,4.0,5,2
7525,Single Family,True,True,True,True,2004,500000.0,2018,14374.8,3941.0,4.0,5,2
7526,Single Family,False,True,True,False,2004,435000.0,2018,9583.0,2697.0,2.0,4,1
7527,Single Family,False,True,True,False,1975,595000.0,2019,23086.800000000007,2065.0,2.0,3,1
7528,Single Family,False,True,True,False,2003,445000.0,2019,17424.0,2614.0,2.0,4,1
7529,Single Family,False,True,True,False,2004,549000.0,2019,15245.999999999998,3155.0,4.0,4,2
7530,Single Family,False,True,True,False,1975,510000.0,2019,23086.800000000007,1835.0,3.0,3,1
7531,Single Family,True,True,True,True,2000,450000.0,2019,9453.0,2796.0,3.0,4,2
7532,Single Family,True,True,True,True,2012,524900.0,2020,10715.0,2396.0,3.0,3,1
7533,Single Family,False,True,True,False,1984,525000.0,2020,29185.2,3487.0,3.0,4,1
7534,Single Family,True,True,True,False,1976,515000.0,2020,20908.8,2428.0,3.0,5,2
7535,Single Family,False,True,True,False,2013,424900.0,2019,7013.0,1828.0,2.0,3,1
7536,Single Family,True,True,True,False,1998,495000.0,2020,12632.4,3290.0,4.0,5,2
7537,Single Family,True,True,True,True,2013,389999.0,2018,5676.0,2332.0,3.0,3,1
7538,Single Family,False,True,True,False,1998,485000.0,2019,15245.999999999998,2776.0,3.0,3,2
7539,Single Family,True,True,True,True,2011,355000.0,2020,4356.0,1590.0,3.0,3,2
7540,Single Family,True,True,True,True,1991,479500.0,2018,10890.0,2641.0,3.0,4,1
7541,Single Family,False,True,True,False,1996,254000.0,2018,8058.0,1441.0,2.0,3,1
7542,Single Family,True,True,True,False,1977,425000.0,2020,22215.6,2401.0,2.0,4,1
7543,Single Family,True,True,True,False,2015,575000.0,2020,6751.0,3127.0,4.0,5,2
7544,Single Family,False,True,True,False,2013,439900.0,2019,6751.0,1887.0,2.0,3,1
7545,Single Family,True,True,True,False,1999,565000.0,2020,21780.0,3639.0,3.5,5,2
7546,Single Family,True,True,True,False,1987,405000.0,2018,15681.6,1862.0,2.0,3,1
7547,Single Family,False,True,True,False,2015,589000.0,2019,8015.0,3141.0,3.0,4,2
7548,Single Family,True,True,True,False,1976,329000.0,2019,27878.4,2374.0,2.0,3,1
7549,Single Family,False,True,True,False,1983,455000.0,2018,20908.8,2482.0,2.0,3,1
7550,Single Family,False,True,True,False,2014,569500.0,2019,6969.0,3137.0,4.0,5,2
7551,Single Family,True,True,True,True,2010,665000.0,2020,18295.2,3363.0,4.0,4,2
7552,Single Family,False,True,True,False,1977,465000.0,2019,26136.0,2225.0,2.0,4,1
7553,Single Family,False,True,True,False,1987,449000.0,2019,16552.8,2213.0,2.0,4,1
7554,Single Family,True,True,True,True,1976,245000.0,2020,23086.800000000007,2330.0,2.0,3,1
7555,Single Family,False,True,True,False,2012,459000.0,2018,10628.0,2066.0,2.0,3,1
7556,Single Family,False,True,True,False,1989,475000.0,2020,10890.0,2607.0,3.0,4,2
7557,Single Family,False,True,True,False,1992,526000.0,2018,17424.0,3005.0,4.0,4,2
7558,Single Family,True,True,True,False,2017,525000.0,2019,6751.0,2643.0,3.0,4,2
7559,Single Family,False,True,True,True,1982,525000.0,2019,23086.800000000007,2240.0,2.0,3,1
7560,Single Family,False,True,True,False,1982,425000.0,2019,25700.4,2344.0,2.0,4,1
7561,Single Family,True,True,True,False,2019,596315.0,2020,5967.0,2551.0,3.0,3,2
7562,Single Family,False,True,True,False,2004,340000.0,2019,14810.4,2549.0,2.0,3,1
7563,Single Family,True,True,True,False,1988,274900.0,2019,7405.0,1515.0,2.0,3,1
7564,Single Family,False,True,True,False,1984,385000.0,2018,20037.6,2158.0,2.0,4,1
7565,Single Family,False,True,True,False,1983,284900.0,2019,21344.4,2262.0,2.0,4,1
7566,Single Family,True,True,True,False,1996,500000.0,2019,14374.8,2989.0,4.0,5,2
7567,Single Family,False,True,True,False,2007,329900.0,2018,7535.0,2046.0,2.0,4,1
7568,Single Family,False,True,True,False,2001,515000.0,2018,18730.8,3484.0,4.0,5,2
7569,Single Family,False,True,True,False,1989,394700.0,2018,6969.0,1713.0,2.0,4,1
7570,Single Family,False,True,True,False,2008,275000.0,2019,9844.0,2443.0,3.0,4,2
7571,Single Family,False,True,True,False,1984,425000.0,2018,10890.0,2235.0,2.0,4,1
7572,Single Family,False,True,True,False,1987,405000.0,2018,8363.0,1873.0,2.0,3,1
7573,Single Family,False,True,True,False,1987,385000.0,2019,7927.0,1854.0,3.0,4,1
7574,Single Family,True,True,True,True,2000,624900.0,2020,13503.6,4494.0,4.0,5,2
7575,Single Family,False,True,True,False,2003,475000.0,2019,15681.6,2230.0,2.0,4,1
7576,Single Family,True,True,True,False,2001,525000.0,2020,13503.6,3129.0,3.0,4,1
7577,Single Family,False,True,True,False,1981,512000.0,2019,18730.8,2600.0,4.0,4,2
7578,Single Family,True,True,True,True,1995,599999.0,2020,15245.999999999998,3350.0,3.0,4,2
7579,Single Family,False,True,True,False,2015,345000.0,2019,11761.2,1796.0,2.0,3,1
7580,Single Family,False,True,True,False,1974,650000.0,2020,26136.0,2530.0,3.0,4,1
7581,Single Family,True,True,True,False,2008,299950.0,2020,6664.0,2769.0,3.0,4,2
7582,Single Family,True,True,True,False,2009,477000.0,2020,9191.0,3192.0,4.0,4,2
7583,Single Family,False,True,True,False,1995,475000.0,2019,22215.6,3052.0,3.0,1,2
7584,Single Family,False,True,True,False,1973,479000.0,2019,23958.000000000004,2273.0,3.0,4,1
7585,Single Family,False,True,True,True,2008,399900.0,2019,7666.0,2374.0,3.0,3,2
7586,Single Family,True,True,True,False,1977,299000.0,2019,21780.0,2150.0,4.0,4,1
7587,Single Family,True,True,True,False,2009,479900.0,2020,10018.0,2769.0,3.0,4,2
7588,Single Family,True,True,True,True,1999,485000.0,2020,11761.2,2715.0,3.0,4,2
7589,Single Family,True,True,True,False,1983,639000.0,2020,16117.2,2564.0,3.0,4,1
7590,Single Family,True,True,True,False,2013,495000.0,2018,11761.2,3285.0,4.0,4,1
7591,Single Family,False,True,True,False,2010,434003.0,2018,13939.2,2653.0,3.0,3,1
7592,Single Family,True,True,True,False,2009,390000.0,2018,6098.0,3098.0,3.0,4,2
7593,Single Family,True,True,True,False,2003,525000.0,2020,14374.8,3860.0,4.0,5,2
7594,Other,True,True,True,False,1987,525000.0,2020,8799.0,2622.0,2.0,0,2
7595,Single Family,False,True,True,False,2008,379000.0,2018,10890.0,2107.0,2.0,3,1
7596,Single Family,False,True,True,False,1972,599000.0,2020,130680.0,2089.0,3.0,3,1
7597,Single Family,True,True,True,False,1994,529000.0,2018,43560.0,2464.0,3.0,4,1
7598,Single Family,True,True,True,False,2015,699900.0,2018,9748.0,3244.0,5.0,4,2
7599,Single Family,True,True,True,False,2011,610000.0,2019,43560.0,3448.0,4.0,4,1
7600,Single Family,True,True,True,False,1986,365000.0,2020,7666.0,1721.0,2.0,3,1
7601,Single Family,True,True,True,True,2011,650000.0,2020,28314.0,3852.0,4.0,5,2
7602,Single Family,False,True,True,False,1986,365000.0,2020,8058.0,1505.0,2.0,3,1
7603,Single Family,False,True,True,False,2014,418000.0,2019,7492.0,2076.0,2.0,4,1
7604,Single Family,False,True,True,False,2017,550000.0,2019,7710.0,2905.0,3.0,4,2
7605,Single Family,True,True,True,False,1976,479000.0,2020,17859.6,2222.0,2.0,3,1
7606,Single Family,False,True,True,False,1999,433000.0,2019,19166.4,2796.0,3.0,5,2
7607,Single Family,True,True,True,True,1969,625000.0,2020,63597.6,2380.0,2.0,3,1
7608,Single Family,False,True,True,False,1988,419900.0,2019,7013.0,2221.0,3.0,4,2
7609,Single Family,False,True,True,False,1999,405000.0,2019,11761.2,2250.0,2.0,4,1
7610,Single Family,False,True,True,False,1992,550000.0,2018,66646.8,2893.0,3.0,4,1
7611,Single Family,False,True,True,False,1982,419997.0,2018,20908.8,2052.0,2.0,4,1
7612,Single Family,True,True,True,False,2010,325000.0,2019,7230.0,2122.0,2.0,4,1
7613,Single Family,False,True,True,True,2019,522930.0,2019,6751.0,2657.0,3.0,4,2
7614,Single Family,True,True,True,False,1987,385000.0,2020,9844.0,1372.0,2.0,2,1
7615,Single Family,True,True,True,True,2012,320000.0,2020,4399.0,1456.0,3.0,3,2
7616,Single Family,True,True,True,False,2003,439000.0,2018,17424.0,3941.0,4.0,5,2
7617,Single Family,False,True,True,False,1987,335000.0,2019,10236.0,1587.0,3.0,3,2
7618,Single Family,False,True,True,False,1993,430000.0,2019,9016.0,2751.0,3.0,4,2
7619,Single Family,False,True,True,False,2002,455000.0,2019,16552.8,2616.0,2.0,4,1
7620,Single Family,False,True,True,False,1986,430000.0,2019,7797.0,2640.0,3.0,4,2
7621,Single Family,True,True,True,False,2018,490000.0,2020,6812.0,1977.0,2.0,3,1
7622,Single Family,True,True,True,False,2011,379900.0,2020,8232.0,3086.0,4.0,4,1
7623,Single Family,True,True,True,False,1985,195000.0,2019,7971.0,1454.0,2.0,4,1
7624,Single Family,True,True,True,False,1998,390000.0,2018,9743.0,2608.0,3.0,4,2
7625,Single Family,True,True,True,False,1996,349000.0,2020,7230.0,1720.0,3.0,3,2
7626,Single Family,True,True,True,False,1993,345000.0,2020,9016.0,2542.0,2.0,4,1
7627,Single Family,True,True,True,False,1977,424900.0,2020,9670.0,1862.0,2.0,3,1
7628,Single Family,True,True,True,False,2002,550000.0,2019,18730.8,3642.0,4.0,4,2
7629,Single Family,True,True,True,False,1974,300000.0,2018,23086.800000000007,2429.0,4.0,4,1
7630,Single Family,False,True,True,False,1993,615000.0,2019,16552.8,2576.0,3.0,4,2
7631,Single Family,False,True,True,False,2003,428250.0,2019,15245.999999999998,2230.0,2.0,4,1
7632,Single Family,False,True,True,False,1993,539000.0,2019,54450.0,2896.0,2.0,4,1
7633,Single Family,True,True,True,False,1982,648500.0,2020,9757.0,2819.0,3.0,4,2
7634,Single Family,False,True,True,False,1977,465000.0,2020,8712.0,2283.0,3.0,4,2
7635,Single Family,False,True,True,True,2016,525000.0,2019,6760.0,2901.0,4.0,4,2
7636,Single Family,True,True,True,False,1978,450000.0,2019,23958.000000000004,2282.0,2.0,3,1
7637,Single Family,False,True,True,False,1960,275000.0,2019,14374.8,1356.0,2.0,3,1
7638,Single Family,False,True,True,False,1983,564999.0,2020,18730.8,2162.0,2.0,3,1
7639,Single Family,False,True,True,False,1991,437000.0,2019,6054.0,1679.0,2.0,3,1
7640,Single Family,True,True,True,False,1975,419000.0,2019,15245.999999999998,1930.0,2.0,3,2
7641,Single Family,True,True,True,False,1993,475000.0,2020,10672.0,2586.0,2.0,4,1
7642,Single Family,True,True,True,False,1987,409900.0,2020,7710.0,2173.0,3.0,4,2
7643,Single Family,True,True,True,False,2000,319000.0,2020,8189.0,3302.0,3.0,4,2
7644,Single Family,True,True,True,False,1982,267000.0,2020,7884.0,1138.0,2.0,3,1
7645,Single Family,False,True,True,False,1995,303000.0,2019,6882.0,2333.0,3.0,4,2
7646,Single Family,False,True,True,True,1999,315000.0,2019,12196.8,1687.0,2.0,3,1
7647,Single Family,True,True,True,True,2000,325000.0,2018,19166.4,3700.0,3.0,4,2
7648,Single Family,True,True,True,True,1992,295000.0,2020,7884.0,2631.0,3.0,4,2
7649,Single Family,False,True,True,True,2007,239000.0,2018,6359.0,2690.0,4.0,4,2
7650,Mobile / Manufactured,False,True,True,False,2014,70000.0,2018,4356.0,1456.0,2.0,3,1
7651,Single Family,False,True,True,True,2006,325000.0,2019,7187.0,2847.0,4.0,4,2
7652,Single Family,True,True,True,True,2006,315000.0,2020,6054.0,2330.0,3.0,4,2
7653,Single Family,True,True,True,True,1986,249900.0,2020,5924.0,1099.0,2.0,3,1
7654,Single Family,False,True,True,False,2016,291990.0,2018,5706.0,1753.0,2.0,3,1
7655,Single Family,True,True,True,False,1988,279990.0,2020,6359.0,1820.0,2.0,3,1
7656,Single Family,False,True,True,False,1998,244900.0,2020,6490.0,1682.0,2.0,3,1
7657,Single Family,False,True,True,False,1984,209000.0,2018,6098.0,1346.0,1.0,3,1
7658,Single Family,False,True,True,False,1993,229000.0,2019,6098.0,1644.0,2.0,3,1
7659,Single Family,True,True,True,True,1998,239990.0,2018,6795.0,2511.0,3.0,4,2
7660,Single Family,False,True,True,False,1984,205000.0,2019,6316.0,914.0,2.0,2,1
7661,Single Family,False,True,True,False,1997,247500.0,2020,8612.0,2093.0,3.0,4,2
7662,Single Family,True,True,True,True,1997,330000.0,2020,8276.0,2107.0,3.0,3,2
7663,Single Family,False,True,True,False,1997,139950.0,2018,5967.0,1522.0,2.0,3,1
7664,Single Family,True,True,True,False,1984,209900.0,2019,6403.0,1052.0,1.0,3,1
7665,Single Family,False,True,True,False,1984,297000.0,2020,6969.0,1878.0,3.0,3,2
7666,Single Family,False,True,True,False,2016,339000.0,2019,6229.0,2505.0,3.0,4,2
7667,Single Family,False,True,True,False,1986,245000.0,2019,4399.0,1309.0,2.0,3,2
7668,Single Family,False,True,True,True,1986,199900.0,2018,4181.0,1184.0,2.0,3,2
7669,Single Family,True,True,True,True,1984,249000.0,2019,7187.0,1332.0,2.0,3,1
7670,Single Family,True,True,True,True,2016,329900.0,2019,8886.0,1962.0,3.0,3,2
7671,Single Family,False,True,True,False,1986,205000.0,2019,4791.0,928.0,2.0,3,1
7672,Single Family,False,True,True,False,1992,224900.0,2020,4913.0,1023.0,2.0,3,1
7673,Single Family,True,True,True,False,1984,255000.0,2020,5924.0,884.0,1.0,2,1
7674,Single Family,True,True,True,True,1998,249900.0,2018,10411.0,2189.0,2.0,3,1
7675,Single Family,False,True,True,False,1999,279999.0,2018,6098.0,2459.0,3.0,4,2
7676,Single Family,False,True,True,False,1986,235000.0,2018,5662.0,1500.0,2.0,3,1
7677,Single Family,True,True,True,False,1986,209900.0,2019,5924.0,1602.0,3.0,3,2
7678,Single Family,False,True,True,False,1984,199000.0,2018,8102.0,1040.0,2.0,2,1
7679,Single Family,True,True,True,False,1999,275000.0,2020,6011.0,1930.0,3.0,3,2
7680,Single Family,False,True,True,False,1984,223330.0,2019,8668.0,1158.0,2.0,3,1
7681,Single Family,False,True,True,False,1993,279999.0,2018,8363.0,1901.0,2.0,3,1
7682,Single Family,False,True,True,False,1984,201000.0,2018,6403.0,914.0,2.0,2,1
7683,Single Family,False,True,True,False,1984,179000.0,2019,6534.0,1024.0,1.0,3,1
7684,Single Family,False,True,True,False,1984,249900.0,2019,5967.0,1040.0,2.0,2,1
7685,Single Family,False,True,True,False,1992,250000.0,2019,6838.0,1799.0,2.0,3,1
7686,Single Family,True,True,True,True,1999,235000.0,2018,8145.0,1901.0,2.0,3,1
7687,Single Family,True,True,True,False,1992,177000.0,2019,6534.0,2341.0,3.0,4,2
7688,Single Family,False,True,True,False,1984,225000.0,2019,6098.0,1020.0,1.0,3,1
7689,Single Family,True,True,True,False,1993,267000.0,2018,9278.0,2205.0,3.0,4,2
7690,Single Family,False,True,True,False,1984,229000.0,2018,5880.0,1304.0,2.0,3,1
7691,Single Family,False,True,True,False,1983,206400.0,2019,7187.0,880.0,1.0,2,1
7692,Single Family,True,True,True,False,1986,305000.0,2020,6011.0,1748.0,3.0,4,1
7693,Single Family,False,True,True,True,1983,249000.0,2019,6019.0,1424.0,3.0,3,2
7694,Single Family,True,True,True,False,2015,350000.0,2019,5140.0,2466.0,4.0,4,2
7695,Single Family,False,True,True,False,1983,219000.0,2018,5662.0,1346.0,1.0,3,1
7696,Single Family,True,True,True,False,1983,255000.0,2020,5967.0,1394.0,2.0,3,1
7697,Single Family,False,True,True,False,1983,164900.0,2019,6098.0,1162.0,2.0,3,1
7698,Single Family,False,True,True,False,1998,249900.0,2018,8363.0,2135.0,2.0,4,1
7699,Single Family,True,True,True,False,1992,220000.0,2020,7971.0,1572.0,2.0,3,1
7700,Single Family,False,True,True,False,2015,325000.0,2020,5706.0,1792.0,2.0,3,1
7701,Townhouse,False,True,True,False,1986,185000.0,2019,5227.0,1114.0,2.5,2,1
7702,Single Family,False,True,True,False,1998,239900.0,2018,8755.0,1682.0,2.0,3,1
7703,Single Family,False,True,True,False,1983,245000.0,2018,7840.0,1500.0,3.0,3,2
7704,Single Family,True,True,True,True,1984,259900.0,2020,8251.0,1328.0,2.0,3,1
7705,Townhouse,True,True,True,False,1986,190500.0,2019,5227.0,1115.0,2.0,3,1
7706,Single Family,False,True,True,False,1998,129000.0,2018,8450.0,1522.0,2.0,3,1
7707,Condo,False,True,True,True,1986,174900.0,2019,3885.0,861.0,1.0,2,1
7708,Single Family,False,True,True,False,1987,250000.0,2018,10497.0,1589.0,2.0,3,1
7709,Single Family,True,True,True,True,1984,242000.0,2018,6751.0,1309.0,2.0,3,1
7710,Single Family,False,True,True,False,2017,342500.0,2019,5227.0,2466.0,3.0,4,2
7711,Single Family,False,True,True,False,1998,309899.0,2018,12632.4,3302.0,3.0,4,2
7712,Single Family,True,True,True,True,2017,385000.0,2020,8712.0,1962.0,3.0,3,2
7713,Single Family,True,True,True,True,1983,97650.0,2019,7143.0,891.0,1.0,2,1
7714,Single Family,False,True,True,False,1982,190000.0,2019,6534.0,884.0,1.0,2,1
7715,Single Family,True,True,True,False,1982,225000.0,2019,6577.0,1535.0,2.0,2,1
7716,Single Family,True,True,True,False,1983,129900.0,2018,6490.0,1294.0,2.0,3,1
7717,Condo,False,True,True,False,1986,136000.0,2018,4464.0,955.0,2.0,2,1
7718,Townhouse,False,True,True,False,1986,167000.0,2018,4486.0,955.0,2.0,2,1
7719,Single Family,False,True,True,False,1984,255000.0,2020,7405.0,1304.0,2.0,3,1
7720,Single Family,True,True,True,False,2016,328867.0,2018,6316.0,2797.0,3.0,4,2
7721,Single Family,True,True,True,False,1984,240000.0,2019,7405.0,1236.0,2.0,3,1
7722,Single Family,False,True,True,False,1985,249900.0,2019,4356.0,1291.0,2.0,3,2
7723,Single Family,True,True,True,True,1987,255000.0,2019,5662.0,1640.0,2.0,3,1
7724,Single Family,False,False,False,False,2016,345000.0,2020,5140.0,1884.0,3.0,4,2
7725,Single Family,True,True,True,False,1982,255900.0,2020,8319.0,1306.0,3.0,3,2
7726,Single Family,False,True,True,False,1983,235000.0,2019,5662.0,1228.0,2.0,3,1
7727,Condo,False,True,True,False,2000,169900.0,2018,3345.0,1136.0,2.0,2,2
7728,Single Family,True,True,True,False,1993,350000.0,2020,7840.0,1800.0,2.0,3,1
7729,Single Family,False,True,True,False,1993,265000.0,2018,6403.0,2233.0,3.0,4,2
7730,Single Family,True,True,True,True,1982,210000.0,2019,6180.0,884.0,1.0,2,1
7731,Single Family,False,True,True,False,1998,131400.0,2018,7710.0,1911.0,2.0,3,1
7732,Single Family,False,True,True,False,1984,99000.0,2020,7492.0,1327.0,2.0,4,1
7733,Single Family,False,True,True,False,1992,300000.0,2020,10018.0,1904.0,2.0,3,1
7734,Single Family,True,True,True,False,2016,338500.0,2020,5401.0,2244.0,3.0,3,2
7735,Single Family,False,True,True,False,1998,154900.0,2018,6011.0,2149.0,3.0,3,2
7736,Single Family,False,True,True,False,1982,225000.0,2020,6969.0,1062.0,2.0,3,1
7737,Single Family,True,True,True,True,1993,299997.0,2020,5967.0,1445.0,3.0,3,2
7738,Single Family,True,True,True,False,2016,350000.0,2020,5662.0,2466.0,4.0,4,2
7739,Single Family,True,True,True,True,1983,249900.0,2020,6185.0,1124.0,1.0,3,1
7740,Single Family,False,True,True,True,1999,250000.0,2018,6969.0,2113.0,3.0,4,2
7741,Single Family,False,True,True,False,1998,241000.0,2018,7623.0,1846.0,2.0,3,1
7742,Single Family,False,True,True,False,1983,230000.0,2020,6969.0,1138.0,2.0,3,1
7743,Single Family,False,True,True,True,1983,119889.0,2019,7187.0,1536.0,2.0,3,1
7744,Single Family,False,True,True,False,2007,309000.0,2019,6098.0,2860.0,3.0,5,2
7745,Single Family,True,True,True,False,1982,240000.0,2020,9713.0,1181.0,2.0,3,1
7746,Single Family,True,False,False,False,2016,341494.0,2018,5649.0,2898.0,3.0,4,2
7747,Single Family,False,True,True,False,1985,279998.0,2020,6534.0,1550.0,2.0,3,1
7748,Single Family,False,True,True,True,1982,336000.0,2020,6795.0,1405.0,2.0,4,1
7749,Single Family,False,True,True,False,1983,205000.0,2018,6708.0,851.0,1.0,2,1
7750,Single Family,True,True,True,True,1982,225000.0,2020,6569.0,884.0,1.0,2,1
7751,Single Family,True,True,True,False,1993,269900.0,2018,9147.0,2091.0,3.0,4,2
7752,Single Family,False,True,True,False,2000,250000.0,2018,6098.0,2586.0,3.0,3,2
7753,Single Family,False,True,True,False,1987,118900.0,2019,6359.0,2207.0,3.0,3,2
7754,Single Family,True,True,True,True,1983,189000.0,2018,6403.0,1049.0,2.0,2,1
7755,Single Family,False,True,True,False,2001,285000.0,2018,6751.0,2574.0,3.0,4,2
7756,Single Family,True,True,True,False,1982,289000.0,2020,9234.0,1764.0,2.0,4,1
7757,Single Family,False,True,True,False,1986,299900.0,2019,7448.0,1485.0,2.0,3,2
7758,Single Family,False,True,True,False,1985,262500.0,2018,6534.0,1426.0,2.0,4,2
7759,Single Family,True,True,True,True,1985,239700.0,2020,7361.0,1119.0,2.0,3,1
7760,Single Family,False,True,True,False,2015,360000.0,2019,5140.0,2894.0,3.0,4,2
7761,Single Family,False,True,True,False,1985,235000.0,2019,8712.0,1150.0,2.0,3,1
7762,Single Family,True,True,True,False,1985,339000.0,2020,6577.0,1789.0,2.0,4,1
7763,Single Family,False,True,True,False,1985,190000.0,2019,7274.0,1040.0,2.0,2,1
7764,Single Family,True,True,True,False,1986,227900.0,2019,7971.0,1305.0,2.0,3,1
7765,Single Family,False,True,True,False,1985,225000.0,2019,11761.2,1153.0,2.0,3,1
7766,Single Family,True,True,True,False,2001,229000.0,2018,9583.0,2332.0,3.0,4,2
7767,Single Family,True,True,True,True,2016,350000.0,2020,8886.0,1582.0,2.0,3,1
7768,Single Family,True,True,True,True,2016,369000.0,2020,5706.0,2071.0,2.0,3,1
7769,Condo,True,True,True,False,2002,225000.0,2020,4390.0,1136.0,2.0,2,2
7770,Single Family,False,True,True,False,1993,239900.0,2019,6054.0,1576.0,2.0,3,1
7771,Condo,True,True,True,False,2002,185000.0,2019,3441.0,1136.0,3.0,2,2
7772,Condo,True,True,True,False,2002,215000.0,2018,4835.0,1722.0,3.0,3,2
7773,Single Family,True,True,True,False,1987,289000.0,2020,7405.0,1593.0,2.0,3,1
7774,Single Family,False,True,True,False,1999,249000.0,2019,5967.0,3302.0,3.0,4,2
7775,Condo,True,True,True,False,2002,189900.0,2019,3441.0,1136.0,3.0,2,2
7776,Single Family,True,True,True,False,1999,272500.0,2020,5967.0,3302.0,3.0,4,2
7777,Townhouse,True,True,True,False,1986,205000.0,2020,4464.0,955.0,2.0,2,1
7778,Single Family,False,True,True,False,1983,205000.0,2018,6490.0,840.0,1.0,2,1
7779,Single Family,True,True,True,True,2001,309900.0,2019,8232.0,3750.0,3.0,4,2
7780,Single Family,True,True,True,False,2000,245000.0,2019,7187.0,1647.0,2.0,3,1
7781,Single Family,True,True,True,True,1982,305000.0,2020,7187.0,1405.0,2.0,3,1
7782,Single Family,True,True,True,True,1988,224900.0,2018,5619.0,1760.0,3.0,3,2
7783,Single Family,False,True,True,False,1989,265000.0,2018,8712.0,2061.0,3.0,3,2
7784,Single Family,False,True,True,False,1982,233000.0,2020,5662.0,1024.0,1.0,3,1
7785,Single Family,False,True,True,False,1982,210000.0,2018,7405.0,1487.0,3.0,3,2
7786,Single Family,True,True,True,False,1982,245000.0,2020,6403.0,884.0,1.0,2,1
7787,Single Family,True,True,True,True,2001,215000.0,2020,9496.0,2332.0,3.0,4,2
7788,Single Family,True,True,True,False,2001,259000.0,2020,6011.0,1875.0,3.0,3,2
7789,Single Family,True,True,True,False,2001,349900.0,2020,8581.0,4051.0,3.0,6,2
7790,Single Family,True,True,True,False,2006,229900.0,2018,5749.0,1766.0,2.0,3,1
7791,Single Family,False,True,True,False,2014,235000.0,2018,7405.0,1670.0,2.0,3,1
