,homeType,hasGarage,hasCooling,hasHeating,hasView,yearBuilt,latestPrice,latest_saleyear,lotSizeSqFt,livingAreaSqFt,numOfBathrooms,numOfBedrooms,numOfStories
2673,Single Family,False,True,True,False,1982,260000.0,2018,6969.0,1400.0,2.0,4,1
2674,Single Family,False,True,True,False,1994,525000.0,2018,14374.8,3513.0,3.0,5,2
2675,Single Family,True,True,True,True,2013,3200000.0,2020,64468.8,8173.0,7.0,5,3
2676,Single Family,True,True,True,True,1992,1098500.0,2020,13503.6,3468.0,4.0,4,2
2677,Single Family,True,True,True,False,2001,1275000.0,2021,15245.999999999998,4516.0,5.0,5,2
2678,Single Family,True,True,True,True,2012,469900.0,2019,10410.0,2761.0,3.0,4,2
2679,Single Family,True,True,True,True,1999,429900.0,2018,8712.0,3499.0,4.0,4,2
2680,Single Family,True,True,True,False,1984,674000.0,2020,18730.8,2536.0,3.0,3,1
2681,Single Family,True,True,True,True,1987,469000.0,2020,18730.8,3236.0,4.0,4,2
2682,Single Family,False,True,True,False,1982,224900.0,2019,8015.0,1380.0,2.0,3,1
2683,Single Family,False,True,True,False,1977,549999.0,2019,16552.8,2416.0,3.0,5,2
2684,Single Family,True,True,True,False,1992,650000.0,2019,10062.0,2893.0,4.0,4,2
2685,Single Family,False,True,True,False,1984,439900.0,2018,12196.8,2246.0,3.0,3,2
2686,Single Family,True,True,True,True,1991,359900.0,2018,7361.0,2180.0,2.0,4,1
2687,Single Family,True,True,True,False,1976,349000.0,2019,16552.8,1764.0,2.0,3,1
2688,Single Family,False,True,True,False,1975,525000.0,2019,15681.6,2286.0,3.0,3,1
2689,Single Family,True,True,True,True,1997,650000.0,2018,9757.0,3355.0,4.0,4,2
2690,Single Family,False,True,True,False,1977,385000.0,2020,13503.6,1805.0,3.0,4,2
2691,Single Family,True,True,True,False,1993,410000.0,2018,7840.0,2358.0,2.0,4,1
2692,Single Family,False,True,True,False,2011,465000.0,2018,10454.0,2611.0,3.0,3,2
2693,Single Family,True,True,True,True,1976,520000.0,2019,12632.4,1912.0,2.0,3,1
2694,Single Family,True,True,True,False,1999,599900.0,2020,9722.0,4372.0,4.0,4,2
2695,Condo,True,True,True,False,2008,325000.0,2018,8363.0,1970.0,2.0,2,1
2696,Single Family,False,True,True,False,1990,470000.0,2018,11325.6,3232.0,4.0,4,2
2697,Single Family,False,True,True,True,2000,775000.0,2020,13939.2,3490.0,4.0,4,2
2698,Single Family,True,True,True,False,1990,235000.0,2018,14810.4,2377.0,2.0,4,1
2699,Single Family,True,True,True,False,1990,585000.0,2020,11325.6,3174.0,3.0,4,2
2700,Single Family,False,True,True,False,1975,419900.0,2018,15681.6,2004.0,2.0,4,1
2701,Single Family,True,True,True,False,1989,589000.0,2020,13503.6,3789.0,4.0,4,2
2702,Single Family,False,True,True,False,1991,550000.0,2018,10105.0,2610.0,2.0,4,1
2703,Single Family,True,True,True,True,1994,330000.0,2019,11325.6,2297.0,3.0,4,2
2704,Single Family,False,True,True,False,1982,309900.0,2018,8712.0,1877.0,2.0,3,1
2705,Condo,True,True,True,False,2008,315000.0,2018,8363.0,1970.0,2.0,2,1
2706,Single Family,False,True,True,False,1978,775000.0,2020,13503.6,3499.0,4.0,4,2
2707,Single Family,True,True,True,False,1998,559000.0,2020,8145.0,3559.0,4.0,4,2
2708,Single Family,True,True,True,True,2006,459900.0,2018,14810.4,3334.0,3.0,3,1
2709,Single Family,False,True,True,False,1977,475000.0,2019,13939.2,2234.0,2.0,4,1
2710,Single Family,True,True,True,True,1998,497500.0,2018,8712.0,3387.0,3.0,4,2
2711,Single Family,True,True,True,False,1982,265000.0,2019,7579.0,1608.0,2.0,4,1
2712,Single Family,False,True,True,True,1990,449900.0,2018,10018.0,3096.0,4.0,5,2
2713,Single Family,False,True,True,False,1997,699000.0,2019,13939.2,2822.0,3.0,4,1
2714,Single Family,True,True,True,True,1990,574999.0,2020,13939.2,2527.0,3.0,4,2
2715,Single Family,True,True,True,False,2004,539900.0,2018,9452.0,4391.0,3.0,4,2
2716,Single Family,True,True,True,False,1985,700000.0,2020,15245.999999999998,3426.0,4.0,5,2
2717,Single Family,True,True,True,False,1997,649900.0,2020,16117.2,2874.0,3.0,4,1
2718,Single Family,True,True,True,False,1973,579000.0,2020,11325.6,2036.0,2.0,4,1
2719,Single Family,False,True,True,False,1990,525000.0,2018,10018.0,2562.0,2.0,4,1
2720,Single Family,False,True,True,True,2006,500000.0,2019,13068.0,2866.0,3.0,3,2
2721,Single Family,False,True,True,False,1997,679900.0,2018,13068.0,2942.0,3.0,4,1
2722,Single Family,False,True,True,False,1989,370000.0,2018,6969.0,2034.0,2.0,4,1
2723,Single Family,True,True,True,False,1978,548000.0,2018,13503.6,3246.0,3.0,4,2
2724,Single Family,False,True,True,False,1990,549900.0,2019,9365.0,2526.0,3.0,4,1
2725,Single Family,True,True,True,False,1973,750000.0,2018,46609.2,3252.0,2.5,4,1
2726,Single Family,True,True,True,True,1996,610000.0,2019,9757.0,2875.0,3.0,4,1
2727,Single Family,True,True,True,False,2020,536800.0,2020,6098.0,2634.0,3.0,4,1
2728,Single Family,False,True,True,False,1990,415000.0,2018,7436.0,3054.0,3.0,5,2
2729,Single Family,True,True,True,True,1997,475000.0,2018,7405.0,2879.0,3.0,4,2
2730,Single Family,True,True,True,False,2020,471857.0,2020,4791.0,2258.0,3.0,4,2
2731,Single Family,True,True,True,True,1990,610000.0,2018,13939.2,3309.0,3.0,5,2
2732,Single Family,False,True,True,False,1994,439900.0,2019,7230.0,2710.0,3.0,4,2
2733,Single Family,False,True,True,False,1989,614000.0,2018,11761.2,3165.0,4.0,4,2
2734,Single Family,True,True,True,False,1989,624900.0,2019,9600.0,2513.0,3.0,4,1
2735,Single Family,True,True,True,False,1990,419000.0,2018,7753.0,2652.0,3.0,4,2
2736,Single Family,True,True,True,True,2004,659500.0,2020,9805.0,4341.0,3.5,5,3
2737,Single Family,False,True,True,False,1990,665000.0,2019,10890.0,2888.0,4.0,4,2
2738,Single Family,True,True,True,False,1996,510000.0,2018,12196.8,2795.0,4.0,4,2
2739,Single Family,True,True,True,False,1999,659000.0,2018,9321.0,3435.0,4.0,5,2
2740,Single Family,True,True,True,True,1986,652000.0,2020,12196.8,2575.0,3.0,4,2
2741,Single Family,True,True,True,True,2000,589999.0,2018,8668.0,3049.0,4.0,4,2
2742,Single Family,True,True,True,False,2019,575701.0,2020,5227.0,2799.0,4.0,4,1
2743,Single Family,True,True,True,False,2018,352315.0,2018,3998.0,2406.0,3.0,4,2
2744,Single Family,True,True,True,False,2012,269000.0,2020,4791.0,1280.0,2.0,3,1
2745,Single Family,True,True,True,False,2009,495000.0,2020,9975.0,2739.0,3.0,3,2
2746,Single Family,False,True,True,True,2014,323900.0,2019,4573.0,1819.0,3.0,3,2
2747,Single Family,True,True,True,False,1996,320000.0,2020,5793.0,1273.0,2.0,3,1
2748,Single Family,False,True,True,True,1999,373500.0,2018,18730.8,4250.0,4.0,6,2
2749,Single Family,False,True,True,False,1980,475000.0,2018,6229.0,2309.0,2.0,4,1
2750,Single Family,True,True,True,False,2002,768000.0,2020,10323.0,3392.0,3.0,5,2
2751,Single Family,False,True,True,True,1996,619990.0,2018,14374.8,2739.0,3.0,4,2
2752,Single Family,True,True,True,True,1983,479000.0,2018,5488.0,2304.0,3.0,3,2
2753,Single Family,False,True,True,False,1979,525000.0,2019,6046.0,2221.0,3.0,3,2
2754,Single Family,True,True,True,True,1995,780000.0,2018,59677.2,3884.0,4.0,4,2
2755,Single Family,True,True,True,True,1991,499900.0,2019,10890.0,3800.0,4.0,5,2
2756,Single Family,False,True,True,False,1989,625000.0,2018,33105.6,4017.0,3.0,5,2
2757,Single Family,False,True,True,True,1989,595000.0,2019,19602.0,2652.0,3.0,4,1
2758,Single Family,True,True,True,True,1992,548000.0,2019,22215.6,2335.0,3.0,3,2
2759,Single Family,True,True,True,False,1977,975000.0,2018,20037.6,3666.0,4.0,4,2
2760,Single Family,True,True,True,False,1983,260000.0,2019,4399.0,1097.0,1.0,3,1
2761,Single Family,True,True,True,False,1969,625000.0,2020,11761.2,1950.0,2.0,3,1
2762,Single Family,True,True,True,False,1982,460000.0,2020,11325.6,2357.0,3.0,4,2
2763,Single Family,False,True,True,False,1968,499000.0,2019,12196.8,2940.0,2.5,4,1
2764,Single Family,True,True,True,False,1977,627000.0,2020,7013.0,1918.0,2.0,3,2
2765,Single Family,False,True,True,False,1982,249900.0,2020,7840.0,1544.0,2.0,3,1
2766,Single Family,False,True,True,False,1969,689000.0,2019,10018.0,2584.0,4.0,5,2
2767,Single Family,False,True,True,False,1983,231210.0,2018,4138.0,1064.0,2.0,2,1
2768,Single Family,False,True,True,False,1978,725000.0,2018,16552.8,2073.0,3.0,4,1
2769,Single Family,False,True,True,False,1980,474999.0,2019,25264.8,2011.0,2.0,3,1
2770,Single Family,True,True,True,True,1983,360000.0,2019,13503.6,1641.0,2.0,3,1
2771,Single Family,False,True,True,False,1983,260000.0,2019,4007.0,1087.0,2.0,3,1
2772,Single Family,True,True,True,False,1974,749980.0,2020,13068.0,3223.0,4.0,5,2
2773,Single Family,False,True,True,False,1983,300000.0,2019,11325.6,1384.0,2.0,3,1
2774,Single Family,False,True,True,False,1973,749000.0,2018,12632.4,3670.0,3.0,4,2
2775,Single Family,False,True,True,False,1973,250000.0,2019,6969.0,1162.0,2.0,3,1
2776,Single Family,True,True,True,False,1983,230000.0,2018,4160.0,1137.0,2.0,3,1
2777,Townhouse,False,True,True,False,1979,449000.0,2018,3920.0,1965.0,3.0,3,2
2778,Single Family,True,True,True,False,1970,784900.0,2018,11325.6,2922.0,3.0,5,2
2779,Single Family,True,True,True,False,1979,635000.0,2020,22215.6,2175.0,3.0,4,2
2780,Single Family,True,True,True,False,1975,825000.0,2019,15681.6,3221.0,3.0,4,2
2781,Single Family,False,True,True,False,1996,725000.0,2019,8276.0,2487.0,3.0,2,1
2782,Single Family,False,True,True,False,1976,549900.0,2019,9234.0,2248.0,2.0,4,1
2783,Single Family,False,True,True,False,1968,675000.0,2019,21344.4,2577.0,3.0,4,1
2784,Single Family,True,True,True,True,2020,650000.0,2020,9670.0,3800.0,4.0,5,1
2785,Single Family,False,True,True,False,1974,339900.0,2019,7448.0,1603.0,2.0,2,2
2786,Single Family,False,True,True,False,1967,875000.0,2020,12196.8,2895.0,4.0,4,2
2787,Townhouse,True,True,True,True,1979,390000.0,2020,3920.0,1947.0,3.0,3,2
2788,Single Family,False,True,True,False,1983,350000.0,2019,10454.0,1422.0,3.0,3,2
2789,Single Family,False,True,True,False,1978,579000.0,2019,13939.2,2425.0,3.0,3,2
2790,Single Family,False,True,True,False,1996,850000.0,2019,7840.0,2985.0,3.0,3,1
2791,Single Family,False,True,True,True,1983,225000.0,2018,9801.0,1400.0,2.0,3,1
2792,Single Family,True,True,True,False,1968,925000.0,2020,12196.8,3741.0,3.0,4,2
2793,Single Family,False,True,True,True,1977,1075000.0,2018,13503.6,4053.0,4.0,5,2
2794,Single Family,False,True,True,False,1983,335000.0,2020,6838.0,1500.0,2.0,4,1
2795,Single Family,False,True,True,False,1975,540000.0,2019,9713.0,2151.0,2.0,3,1
2796,Single Family,True,True,True,False,2010,2750000.0,2018,13503.6,4809.0,5.0,4,2
2797,Single Family,True,True,True,False,1983,339500.0,2020,6838.0,1358.0,2.0,3,1
2798,Single Family,False,True,True,False,1968,799900.0,2020,10367.0,2203.0,3.0,4,1
2799,Single Family,True,True,True,True,2003,1595000.0,2021,10802.0,4420.0,4.0,4,2
2800,Single Family,False,True,True,False,1965,565000.0,2018,16552.8,2233.0,3.0,3,1
2801,Single Family,True,True,True,False,1971,550000.0,2020,10280.0,1837.0,2.0,3,1
2802,Single Family,True,True,True,False,2003,1650000.0,2020,12632.4,4500.0,5.0,4,2
2803,Single Family,True,True,True,False,1975,475000.0,2018,9626.0,2002.0,2.0,3,1
2804,Single Family,False,True,True,False,1971,745000.0,2018,11325.6,2761.0,3.0,4,2
2805,Single Family,True,True,True,False,1983,236500.0,2018,5357.0,1058.0,2.0,2,1
2806,Single Family,False,True,True,False,1966,649900.0,2019,12196.8,2730.0,3.0,5,2
2807,Single Family,True,True,True,True,1972,1050000.0,2018,12196.8,4800.0,6.0,6,3
2808,Single Family,False,True,True,False,1976,515000.0,2018,9016.0,2006.0,2.0,4,1
2809,Single Family,False,True,True,False,1982,299000.0,2018,8276.0,1441.0,2.0,3,1
2810,Single Family,True,True,True,False,1969,519000.0,2020,11761.2,1637.0,2.0,3,1
2811,Single Family,False,True,True,True,1983,120000.0,2019,4268.0,1042.0,2.0,2,1
2812,Single Family,True,True,True,False,1993,825000.0,2020,8712.0,3112.0,4.0,3,2
2813,Single Family,True,True,True,False,1971,699000.0,2020,11325.6,2065.0,2.0,4,1
2814,Single Family,False,True,True,False,1981,350000.0,2019,7100.0,1530.0,2.0,3,1
2815,Single Family,False,True,True,False,1970,699000.0,2019,12196.8,2742.0,3.0,4,1
2816,Single Family,True,True,True,False,1976,599990.0,2018,9757.0,2782.0,4.0,5,2
2817,Condo,True,True,True,False,1980,260000.0,2020,4613.0,1043.0,2.0,1,1
2818,Townhouse,False,True,True,False,1978,315000.0,2018,3920.0,1475.0,3.0,2,2
2819,Single Family,True,True,True,True,1965,565000.0,2018,12632.4,1939.0,2.0,4,1
2820,Single Family,True,True,True,True,1966,625000.0,2018,11761.2,2080.0,3.0,4,1
2821,Single Family,True,True,True,False,1974,780000.0,2020,11761.2,2657.0,2.0,3,1
2822,Single Family,False,True,True,False,1972,344900.0,2019,7187.0,1334.0,2.0,3,1
2823,Single Family,True,True,True,False,1981,595000.0,2020,11325.6,2756.0,4.0,5,2
2824,Single Family,True,True,True,False,1973,345000.0,2020,7187.0,1408.0,2.0,3,1
2825,Single Family,True,True,True,False,1963,642400.0,2018,25264.8,3682.0,4.0,4,2
2826,Single Family,True,True,True,False,1983,250000.0,2020,4094.0,1064.0,2.0,2,1
2827,Single Family,True,True,True,False,1977,635000.0,2020,17859.6,2203.0,2.0,3,2
2828,Single Family,False,True,True,False,1980,349900.0,2019,7448.0,1303.0,2.0,3,1
2829,Single Family,False,True,True,False,1998,625000.0,2019,6098.0,1769.0,2.0,3,1
2830,Single Family,False,True,True,False,1980,515000.0,2019,9844.0,1991.0,2.0,3,1
2831,Single Family,True,True,True,False,1972,475000.0,2018,12196.8,2400.0,3.0,5,1
2832,Single Family,False,True,True,False,2018,1595000.0,2018,12196.8,3525.0,5.0,5,2
2833,Single Family,True,True,True,False,1984,247500.0,2020,7623.0,2391.0,3.0,4,2
2834,Single Family,False,True,True,False,1974,648999.0,2019,9844.0,2257.0,2.0,3,1
2835,Single Family,False,True,True,False,1972,300000.0,2019,8276.0,1264.0,2.0,3,1
2836,Single Family,True,True,True,True,1967,915000.0,2020,9670.0,2214.0,2.0,4,1
2837,Single Family,False,True,True,False,1974,284600.0,2019,8232.0,1686.0,2.0,3,1
2838,Single Family,True,True,True,False,1967,745000.0,2020,10236.0,2137.0,27.0,4,1
2839,Single Family,True,True,True,False,1983,207995.0,2019,4181.0,962.0,1.0,2,1
2840,Single Family,False,True,True,False,1968,925000.0,2019,13939.2,2748.0,3.0,4,1
2841,Single Family,True,True,True,False,1980,499000.0,2020,17859.6,2790.0,3.0,4,2
2842,Single Family,False,True,True,False,1974,395000.0,2019,8712.0,1576.0,2.0,3,1
2843,Single Family,True,True,True,False,1973,425900.0,2020,9626.0,1655.0,2.0,4,1
2844,Single Family,True,True,True,False,1981,127500.0,2019,6882.0,1309.0,2.0,3,1
2845,Single Family,False,True,True,False,1966,698000.0,2019,13068.0,2054.0,3.0,3,1
2846,Condo,True,True,True,True,2001,304000.0,2018,8668.0,1114.0,2.0,2,1
2847,Single Family,False,True,True,False,1975,375000.0,2019,8237.0,1496.0,2.0,3,1
2848,Single Family,True,True,True,True,1985,595000.0,2020,10890.0,3697.0,4.0,4,3
2849,Single Family,False,True,True,False,1972,519990.0,2019,9147.0,2221.0,3.0,5,1
2850,Single Family,True,True,True,True,2008,1495000.0,2019,11761.2,3498.0,4.0,4,2
2851,Single Family,False,True,True,False,1981,250000.0,2018,6838.0,1117.0,2.0,3,1
2852,Condo,False,True,True,False,1977,515000.0,2019,7901.0,1670.0,2.0,3,1
2853,Single Family,False,True,True,False,1969,899900.0,2020,10585.0,2430.0,3.0,4,1
2854,Single Family,True,True,True,False,1967,380000.0,2018,9147.0,1970.0,2.0,4,1
2855,Single Family,False,True,True,False,1972,535500.0,2019,17424.0,1936.0,2.0,3,1
2856,Condo,False,True,True,False,1973,379900.0,2019,5183.0,1601.0,2.0,1,1
2857,Single Family,False,True,True,False,1975,375000.0,2018,7884.0,1790.0,2.0,4,1
2858,Single Family,False,True,True,False,1999,779000.0,2019,10018.0,3007.0,3.0,4,2
2859,Single Family,False,True,True,False,1967,595000.0,2018,14810.4,2558.0,3.0,4,2
2860,Apartment,True,True,True,False,1970,449000.0,2019,20037.6,2831.0,2.0,3,1
2861,Single Family,True,True,True,True,1996,419650.0,2019,5140.0,2500.0,3.0,4,2
2862,Condo,False,True,True,False,1981,300000.0,2019,5649.0,1450.0,2.0,3,2
2863,Single Family,False,True,True,False,1995,550000.0,2019,12196.8,2645.0,3.0,3,2
2864,Single Family,False,True,True,True,2007,1295000.0,2019,11761.2,4200.0,4.0,3,2
2865,Single Family,True,True,True,False,1983,335000.0,2020,7514.0,1377.0,2.0,3,1
2866,Single Family,False,True,True,False,1972,569900.0,2019,10018.0,2766.0,3.0,4,2
2867,Single Family,True,True,True,True,1984,599000.0,2018,8054.0,2356.0,2.0,2,1
2868,Single Family,True,True,True,False,1975,320000.0,2018,10280.0,1891.0,2.0,4,1
2869,Single Family,True,True,True,True,1983,598000.0,2020,6272.0,1968.0,2.0,3,1
2870,Single Family,False,True,True,False,1973,825000.0,2019,15681.6,2558.0,3.0,4,2
2871,Single Family,True,True,True,False,1978,269000.0,2020,9844.0,1511.0,2.0,3,1
2872,Single Family,False,True,True,False,1966,795000.0,2019,9321.0,2356.0,3.0,4,2
2873,Single Family,False,True,True,False,1969,529000.0,2018,10018.0,2181.0,3.0,4,2
2874,Single Family,True,True,True,False,1975,350000.0,2020,7840.0,1541.0,2.0,3,1
2875,Single Family,True,True,True,True,1984,614900.0,2020,4007.0,1973.0,3.0,2,2
2876,Single Family,False,True,True,False,1968,599000.0,2019,11325.6,2002.0,2.0,3,1
2877,Single Family,True,True,True,True,1971,565000.0,2020,10018.0,2022.0,2.0,4,1
2878,Single Family,False,True,True,False,1969,935000.0,2019,13939.2,3358.0,3.0,4,2
2879,Single Family,True,True,True,False,1973,575000.0,2020,16988.4,2416.0,2.0,4,2
2880,Single Family,False,True,True,False,1978,349900.0,2019,11761.2,1594.0,2.0,3,1
2881,Single Family,True,True,True,True,1970,1100000.0,2019,17424.0,2892.0,4.0,4,1
2882,Single Family,True,True,True,True,1973,589900.0,2018,12632.4,2221.0,3.0,3,2
2883,Condo,True,True,True,True,2004,599000.0,2018,7100.0,2708.0,3.0,3,2
2884,Single Family,True,True,True,False,1978,334900.0,2019,8319.0,1563.0,2.0,3,1
2885,Single Family,True,True,True,False,1968,650000.0,2018,13503.6,2561.0,2.0,4,1
2886,Single Family,True,True,True,True,1991,735000.0,2020,4051.0,2625.0,3.0,3,2
2887,Single Family,False,True,True,False,1978,315000.0,2019,7971.0,1382.0,2.0,3,1
2888,Single Family,True,True,True,False,1968,575000.0,2020,12632.4,2260.0,3.0,3,1
2889,Single Family,False,True,True,False,1983,285000.0,2019,4573.0,1074.0,2.0,3,1
2890,Single Family,True,True,True,False,1978,190000.0,2018,7100.0,1454.0,2.0,3,1
2891,Townhouse,True,True,True,False,1983,310000.0,2020,2570.0,1623.0,2.0,2,2
2892,Townhouse,False,True,True,False,1983,524999.0,2018,4704.0,2424.0,2.0,3,1
2893,Single Family,True,True,True,False,1978,439900.0,2020,9713.0,1456.0,2.0,3,1
2894,Single Family,False,True,True,False,1967,749999.0,2018,9147.0,2622.0,3.0,4,2
2895,Single Family,False,True,True,False,1979,369000.0,2018,7927.0,1450.0,2.0,3,1
2896,Condo,True,True,True,False,1982,255000.0,2019,2871.0,1020.0,2.0,2,2
2897,Single Family,True,True,True,False,1978,799000.0,2019,12632.4,3040.0,3.0,4,1
2898,Single Family,False,True,True,False,1983,1050000.0,2018,11761.2,2898.0,4.0,4,2
2899,Single Family,False,True,True,False,1999,1175000.0,2018,53578.8,3346.0,2.0,2,1
2900,Single Family,False,True,True,False,1967,615000.0,2019,9670.0,2638.0,2.0,5,1
2901,Condo,False,True,True,False,1982,249700.0,2019,2662.0,946.0,2.0,2,2
2902,Single Family,True,True,True,False,1984,825000.0,2020,12196.8,2678.0,3.0,3,2
2903,Single Family,True,True,True,False,1977,1050000.0,2020,13503.6,3437.0,3.0,5,2
2904,Single Family,False,True,True,False,1980,304900.0,2018,25264.8,1584.0,2.0,4,1
2905,Condo,True,True,True,True,1985,435000.0,2020,7013.0,1620.0,3.0,3,1
2906,Single Family,False,True,True,False,1982,405000.0,2019,6795.0,1731.0,2.0,4,1
2907,Single Family,True,True,True,True,1984,2150000.0,2018,576734.4,6718.0,6.0,5,2
2908,Single Family,False,True,True,False,1967,950000.0,2019,9583.0,3044.0,3.0,4,2
2909,Single Family,True,True,True,False,1978,299999.0,2020,8537.0,1607.0,2.0,4,1
2910,Single Family,False,True,True,False,1966,650000.0,2020,10846.0,2293.0,3.0,4,1
2911,Single Family,True,True,True,False,1984,242500.0,2018,6403.0,2348.0,3.0,4,2
2912,Condo,True,True,True,False,1982,255000.0,2019,2871.0,1020.0,2.0,2,2
2913,Condo,False,True,True,False,1984,199999.0,2019,5562.0,1042.0,3.0,2,2
2914,Single Family,True,True,True,False,1983,799000.0,2020,12196.8,2171.0,3.0,3,2
2915,Single Family,True,True,True,False,2014,1300000.0,2020,10062.0,3435.0,4.0,4,1
2916,Single Family,False,True,True,False,1984,755000.0,2020,13068.0,2512.0,3.0,4,2
2917,Single Family,False,True,True,False,1975,399900.0,2019,8276.0,1584.0,2.0,4,1
2918,Single Family,False,True,True,False,1993,975000.0,2018,29620.800000000007,3474.0,4.0,5,2
2919,Single Family,False,True,True,False,1974,265000.0,2019,8407.0,1453.0,2.0,3,1
2920,Single Family,False,True,True,False,1983,804999.0,2018,12196.8,3098.0,3.0,4,2
2921,Single Family,False,True,True,False,1998,1425000.0,2019,16552.8,3935.0,3.0,4,2
2922,Condo,False,True,True,False,1980,190000.0,2018,4613.0,1173.0,2.0,3,1
2923,Condo,False,True,True,False,1982,233000.0,2019,2788.0,961.0,2.0,2,2
2924,Single Family,False,True,True,False,1979,150000.0,2018,6621.0,1467.0,2.0,3,1
2925,Single Family,False,True,True,False,1984,644500.0,2019,13503.6,2362.0,3.0,3,1
2926,Single Family,True,True,True,True,1963,895000.0,2020,14810.4,2533.0,4.0,4,1
2927,Single Family,False,True,True,False,1977,379650.0,2018,10323.0,1592.0,2.0,3,1
2928,Condo,False,True,True,False,1982,205000.0,2018,2091.0,819.0,2.0,1,2
2929,Single Family,True,True,True,False,1978,389500.0,2020,10454.0,1577.0,3.0,4,2
2930,Single Family,True,True,True,True,1998,700000.0,2018,15245.999999999998,2492.0,3.0,3,2
2931,Condo,False,True,True,False,1980,228900.0,2019,4613.0,1173.0,2.0,3,1
2932,Single Family,False,True,True,False,1998,675000.0,2018,13503.6,3346.0,4.0,5,2
2933,Single Family,False,True,True,True,1983,768275.0,2020,16988.4,1945.0,3.0,3,2
2934,Condo,True,True,True,False,2013,299000.0,2019,3584.0,1365.0,3.0,2,3
2935,Single Family,True,True,True,False,1976,289000.0,2018,7666.0,1548.0,2.0,3,1
2936,Single Family,False,True,True,False,1979,299900.0,2019,8668.0,1484.0,2.0,3,1
2937,Single Family,False,True,True,False,1993,314900.0,2020,8450.0,1548.0,2.0,3,2
2938,Single Family,True,True,True,False,1979,435000.0,2020,6534.0,1309.0,2.0,3,1
2939,Single Family,True,True,True,False,1980,799900.0,2018,25264.8,3369.0,3.0,3,2
2940,Single Family,True,True,True,False,1979,510000.0,2020,7013.0,1483.0,2.0,3,1
2941,Condo,False,True,True,False,1982,270000.0,2020,2858.0,1018.0,2.0,2,1
2942,Single Family,False,True,True,False,1974,370000.0,2019,11761.2,1528.0,2.0,3,1
2943,Single Family,False,True,True,False,1977,650000.0,2018,19166.4,2626.0,4.0,4,2
2944,Single Family,True,True,True,False,1967,630000.0,2019,11325.6,2112.0,3.0,4,1
2945,Single Family,False,True,True,False,1982,369900.0,2019,9452.0,1761.0,3.0,3,2
2946,Single Family,True,True,True,False,2015,315000.0,2020,7187.0,2486.0,3.0,3,2
2947,Condo,True,True,True,False,1972,339900.0,2019,6616.0,1316.0,2.0,3,1
2948,Single Family,True,True,True,False,1972,340000.0,2020,9147.0,1377.0,2.0,3,1
2949,Single Family,False,True,True,True,1982,225500.0,2020,9931.0,1647.0,2.0,3,1
2950,Single Family,False,True,True,False,1975,324900.0,2018,7056.0,1244.0,2.0,3,1
2951,Single Family,False,True,True,False,1983,774900.0,2018,11325.6,2676.0,3.0,4,1
2952,Single Family,False,True,True,False,2006,244900.0,2019,6054.0,2912.0,3.0,4,2
2953,Single Family,False,True,True,False,1979,249900.0,2018,6403.0,1306.0,2.0,3,1
2954,Single Family,False,True,True,False,1962,899900.0,2018,13068.0,2652.0,3.0,3,1
2955,Single Family,False,True,True,False,1983,749500.0,2020,11325.6,3938.0,4.0,5,2
2956,Single Family,True,True,True,False,2016,319900.0,2020,5754.0,2089.0,2.0,3,1
2957,Single Family,True,True,True,False,1982,360000.0,2020,7840.0,1546.0,3.0,3,2
2958,Single Family,True,True,True,False,1964,859900.0,2020,14810.4,2438.0,3.0,3,1
2959,Single Family,False,True,True,False,2006,274999.0,2019,8929.0,2156.0,2.0,3,1
2960,Single Family,False,True,True,False,1979,265000.0,2020,9365.0,1435.0,2.0,3,1
2961,Single Family,False,True,True,True,1997,1589000.0,2019,243936.0,4009.0,6.0,4,2
2962,Single Family,True,True,True,False,2002,210000.0,2020,5924.0,1231.0,2.0,3,1
2963,Single Family,True,True,True,False,2003,1395000.0,2020,10410.0,4095.0,4.0,5,2
2964,Single Family,False,False,True,False,2015,335000.0,2018,5837.0,2394.0,2.0,3,1
2965,Single Family,True,True,True,False,1975,295000.0,2020,7013.0,1291.0,2.0,3,1
2966,Single Family,True,True,True,False,1995,259000.0,2020,6838.0,2206.0,3.0,3,2
2967,Single Family,True,True,True,False,1983,260000.0,2020,8015.0,1682.0,3.0,3,2
2968,Single Family,True,True,True,False,1984,749000.0,2021,13939.2,2596.0,3.0,4,2
2969,Single Family,False,True,True,False,1991,699000.0,2018,17424.0,3480.0,5.0,5,2
2970,Single Family,False,True,True,False,1997,215000.0,2018,5924.0,1652.0,2.0,3,1
2971,Single Family,False,True,True,False,1971,624999.0,2018,16117.2,2204.0,3.0,4,1
2972,Single Family,False,True,True,False,1979,292900.0,2018,6664.0,1459.0,2.0,3,1
2973,Single Family,False,True,True,False,1984,449900.0,2019,10062.0,1967.0,2.0,4,1
2974,Single Family,True,True,True,True,1986,1190000.0,2020,16988.4,4005.0,5.0,5,2
2975,Single Family,True,True,True,False,2017,327500.0,2020,5270.0,1961.0,3.0,3,2
2976,Single Family,False,True,True,False,1997,875000.0,2018,12632.4,3075.0,3.0,4,2
2977,Single Family,False,True,True,False,2009,239900.0,2018,4181.0,2068.0,3.0,3,2
2978,Single Family,True,True,True,False,1978,379000.0,2019,7535.0,980.0,1.0,2,1
2979,Single Family,True,True,True,False,1982,342000.0,2019,7013.0,1128.0,2.0,3,1
2980,Single Family,True,True,True,False,1977,509900.0,2019,12632.4,3078.0,3.0,4,2
